orthogroup.id,Estimate,SE,z.value,p.value
Xanthomonas_OG0000167,1.251795481,0.540156105,2.317469836,0.020478152
Xanthomonas_OG0000168,0.300062891,0.258546707,1.160575178,0.245814705
Xanthomonas_OG0000169,-0.74807409,0.382887478,-1.95377006,0.050728417
Xanthomonas_OG0000170,0.818739266,0.438356106,1.8677492,0.061797037
Xanthomonas_OG0000171,0.575157945,0.329139291,1.747460604,0.080557473
Xanthomonas_OG0000172,0.02242354,0.56588474,0.039625631,0.968391593
Xanthomonas_OG0000173,-0.080216078,0.322730392,-0.248554459,0.803705439
Xanthomonas_OG0000174,-1.074932153,0.381606126,-2.816862937,0.004849522
Xanthomonas_OG0000175,1.412109019,0.627663811,2.249785623,0.024462557
Xanthomonas_OG0000176,0.204277895,0.450348012,0.453600083,0.650116694
Xanthomonas_OG0000177,-0.068406953,0.480576874,-0.142343414,0.886808756
Xanthomonas_OG0000178,-0.904901725,0.45830415,-1.974456755,0.04832983
Xanthomonas_OG0000179,-0.14415575,0.468427545,-0.307743964,0.758277164
Xanthomonas_OG0000180,0.33517509,0.324163744,1.033968468,0.301150904
Xanthomonas_OG0000181,-0.219055658,0.445992116,-0.491164867,0.623309846
Xanthomonas_OG0000182,-3.370651186,0.540784533,-6.232891259,4.58E-10
Xanthomonas_OG0000183,-0.009807454,0.380029791,-0.025807066,0.979411226
Xanthomonas_OG0000184,-0.122119562,0.471726537,-0.258877872,0.795729472
Xanthomonas_OG0000185,1.256598157,0.645936045,1.945390981,0.051727939
Xanthomonas_OG0000186,0.621288532,0.435526928,1.426521511,0.153717862
Xanthomonas_OG0000187,0.049907791,0.193916708,0.257367155,0.796895355
Xanthomonas_OG0000188,-0.649946715,0.564541827,-1.151281773,0.249616333
Xanthomonas_OG0000189,0.744078053,0.397473144,1.872020953,0.061203705
